tag,text,geo,mentions,hashtags,id,permalink,,,
1,কেড়ে নেওয়া হচ্ছে ‘ জিহাদি বধূর’ নাগরিকত্ব http://www. deshrupantor.com/last-page/2019 /02/21/124714 …,,,,1.09841427775977E+018,https://twitter.com/deshrupantor/status/1098414277759770625,,,
1,নাম লাগাইছেন জিহাদি ! ওয়াজের নামে করে যাচ্ছেন সার্কাস! স্টেজে এসে হয়ে যাচ্ছেন সেরা জোকার! কোরঅান হাদিসের নামে দলিল বিহীন কথা বলে শ্রুতাদের খাওয়াচ্ছেন যতসব হাবিজাবি! অাপনার হাজারো অশালীন অঙ্গভঙ্গির সাথে বাদ... https://www. facebook.com/10000048348106 8/posts/3042347595791327/ …,,,,1.09784258462448E+018,https://twitter.com/masum0991/status/1097842584624484352,,,
1,"ভাইজান! আজকাল খুব জিহাদি চিন্তা কচ্ছেন যে!? - আরে! জিহাদিরাই তো কেবল দ্রুত বিয়ের ওয়াজ করে, তাই....",,,,1.09777018405459E+018,https://twitter.com/ahmsaqib/status/1097770184054591488,,,
1,ছেলেসন্তানের মা হলেন ‘ জিহাদি ’ বধূ শামীমা http://www. deshrupantor.com/last-page/2019 /02/19/124259 …,,,,1.09769228077595E+018,https://twitter.com/deshrupantor/status/1097692280775946242,,,
1,দিনাজপুরের খানপুর থেকে অস্ত্র ও জিহাদি বইসহ জেএমবি সদস্য নজরুল ইসলাম ওরফে নুরুল্লাকে (৪০) গ্রেফতার করেছে র‌্যাব। সে দিনাজপুরের সদর https:// samakal.com/whole-country/ article/19021344 …,,,,1.09752831843217E+018,https://twitter.com/samakaltw/status/1097528318432169984,,,
0,"জয়েশ-এ-মহম্মদ ""মহম্মদের সেনাবাহিনী"" পাকিস্তানের মদতপুষ্ট একটি দেওবন্দী জিহাদি উগ্রপন্থী গ্রুপ। প্রাথমিক উদ্দেশ্য, কাশ্মীরকে ভারত থেকে আলাদা করে পাকিস্তানের সাথে যুক্ত করা। মূলত ভারতের জম্মু ও কাশ্মীরে বেশ কয়েকটি হামলা চালিয়েছে। #TerroristAttack pic.twitter.com/u98u8EwF9Z",,,#TerroristAttack,1.09735423837866E+018,https://twitter.com/KishoreKar/status/1097354238378663936,,,
0,"পুলবামায় যে জিহাদি আত্মঘাতী ব্লাস্ট করে তার নাম ছিল মহম্মদ আদিল। ব্লাস্ট করার আগে একটা ভিডিও প্রকাশ করেছিল এবং সেখানে সে বহুবার ইসলাম ও আল্লাহ শব্দের ব্যাবহার করেছিল। সেকুলার নবজোত সিং সিধু বলেছেন আতঙ্কবাদের কোনো ধর্ম, দেশ হয়না, আতঙ্কবাদীর ধর্ম https:// bangla.indiarag.com/Bengali-News/t aslima-nasrin-on-islamic-terroriest/ …",,,,1.09720347616843E+018,https://twitter.com/indraneelC28/status/1097203476168433666,,,
0,"দ্যা আল্টিমেট পল্টিবাজঃ তিনি লিখেছিলেন: জিয়া তোষণের গল্প 'তৃষিত জলধী', কবিতাও লিখেছিলেন। ছিলেন জাসাসের প্রতিষ্ঠাতা সভাপতি। অাবার জামাতের জিহাদি মন্ত্রেও তিনি দীক্ষিত ছিলেন। জামাত-শিবিরকে তিনি একমাত্র অাদর্শিক... https://www. facebook.com/10000116294520 5/posts/1976891492359596/ …",,,,1.09666832227444E+018,https://twitter.com/triumphbd/status/1096668322274439168,,,
0,"গতকাল কাশ্মীরের পুলওয়ামা অঞ্চলে আদিল আহমেদ নামে এক জিহাদি আত্মঘাতি বোমা প্রায় চল্লিশ জন পুলিশের রিজার্ভ ফোর্স সি আর পি এফ কে হত্যা করেছে। সি আর পি এফ রা অধিকাংশই গ্রামের লোক, গরিব লোক, ক্ষেতে কাজ করা লোক। ক্ষেতি... https://www. facebook.com/1313458461/pos ts/10218449240164981/ …",,,,1.09648913931743E+018,https://twitter.com/abhirupasen78/status/1096489139317428231,,,
1,"শামিমা বেগম বাংলাদেশী বংশোদ্ভূত ব্রিটিশ নাগরিক,২০১৫ সালে ব্রিটেন থেকে পালিয়ে তুরস্ক হয়ে সিরিয়ায় প্রবেশ করে ""আইএস""এ যোগ দিয়েছিল,সেখানে সে ডাচ্ এক জিহাদি মোল্লাকে বিয়ে করে!সিরিয়ার কুর্দিদের হাতে নাস্তানাবুদ হওয়ার পর এখন এদের অবস্থা অনেকটাই নিশ্চিহ্ন।...... pic.twitter.com/hWiX4lHHFO",,,,1.09639663877462E+018,https://twitter.com/ShofiulTanvir/status/1096396638774616064,,,
0,"পুরকুইলে কিতাব ছাড়া ভয়ঙ্কর রূপে, মুফতী আলাউদ্দিন জিহাদি সাহেব। 16/11/18 http:// bit.ly/2IaJf4v",,,,1.09527367230938E+018,https://twitter.com/masumbillah88/status/1095273672309379073,,,
0,"I've just posted a new blog: পুরকুইলে কিতাব ছাড়া ভয়ঙ্কর রূপে, মুফতী আলাউদ্দিন জিহাদি সাহেব। 16/11/18 http:// bit.ly/2IaJf4v",,,,1.09527367138669E+018,https://twitter.com/sunny_masum/status/1095273671386693633,,,
1,জিহাদি দিদির পক্ষ্য থেকে ...,,,,1.09482666686034E+018,https://twitter.com/Bibhuti1966/status/1094826666860339201,,,
1,"#রবার্ট #ভাগ্যবান #চটি_সারদার #ধর্ণমঞ্চ #পেল বলে!! বিজয় মালিয়ার মত, ওকে কি লন্ডনে লুকাতে হবেনা!! ওরে, #বিজয় #মালিয়া , লন্ডনে বসে না থেকে #ধর্নামঞ্চে আয় রে। চটি'সারদার পাশে থাকলে,দেখি তোর টিঁকি কে ছুঁতে পারে? ওরে বাংলা হল চোর জিহাদি লম্পটের স্বর্গরাজ্য।",,,#রব #ভ #চট #ধর #প #ব #ম #ধর,1.09343071770538E+018,https://twitter.com/ShuvenduChakra8/status/1093430717705379840,,,
0,মাওলানা কবির হোসেন জিহাদি সাহেবের মোনাজাতের কিছু অংশ https://www. facebook.com/AboutDelowar/v ideos/2313493055561333/ …,,,,1.09342532212774E+018,https://twitter.com/AboutDelowar/status/1093425322127736832,,,
1,কেরালা থেকে গ্রেপ্তার জেএমবি জিহাদি বোমা বিশেষজ্ঞ আব্দুল মতিন https:// debtanu1971.wordpress.com/2019/02/04/%e0 %a6%95%e0%a7%87%e0%a6%b0%e0%a6%be%e0%a6%b2%e0%a6%be-%e0%a6%a5%e0%a7%87%e0%a6%95%e0%a7%87-%e0%a6%97%e0%a7%8d%e0%a6%b0%e0%a7%87%e0%a6%aa%e0%a7%8d%e0%a6%a4%e0%a6%be%e0%a6%b0-%e0%a6%9c%e0%a7%87/ …,,,,1.09241566260834E+018,https://twitter.com/dipeshtiwari/status/1092415662608343040,,,
1,কেরালা থেকে গ্রেপ্তার জেএমবি জিহাদি বোমা বিশেষজ্ঞ আব্দুল মতিন https:// debtanu1971.wordpress.com/2019/02/04/%e0 %a6%95%e0%a7%87%e0%a6%b0%e0%a6%be%e0%a6%b2%e0%a6%be-%e0%a6%a5%e0%a7%87%e0%a6%95%e0%a7%87-%e0%a6%97%e0%a7%8d%e0%a6%b0%e0%a7%87%e0%a6%aa%e0%a7%8d%e0%a6%a4%e0%a6%be%e0%a6%b0-%e0%a6%9c%e0%a7%87/ … pic.twitter.com/aO70tWaZhL,,,,1.09232824911448E+018,https://twitter.com/HSbangla/status/1092328249114480640,,,
0,জিহাদি বলার কারণ কি?,,,,1.09227786646772E+018,https://twitter.com/Ranask35/status/1092277866467717120,,,
1,**If Mumta Banerjee becomes PM then the next day India would be declared as Pakistan to get More Muslim's Vote Bank At #15Aug she will wear 'HIJAB' at Red fort and read Namaz ... #আমাদের_ জিহাদি _মমতা,,,#15Aug #আম,1.09227611126909E+018,https://twitter.com/AndAsConFident/status/1092276111269085184,,,
1,**If Mumta Banerjee becomes PM then the next day India would be declared as Pakistan to get More Muslim's Vote Bank At #15Aug she will wear 'HIJAB' at Red fort and read Namaz ... #আমাদের_ জিহাদি _মমতা,,,#15Aug #আম,1.0920886687167E+018,https://twitter.com/AndAsConFident/status/1092088668716699650,,,
1,**If Mumta Banerjee becomes PM then the next day India would be declared as Pakistan to get More Muslim's Vote Bank At #15Aug she will wear 'HIJAB' at Red fort and read Namaz ... #আমাদের_ জিহাদি _মমতা,,,#15Aug #আম,1.0920594686644E+018,https://twitter.com/AndAsConFident/status/1092059468664397824,,,
1,**If Mumta Banerjee becomes PM then the next day India would be declared as Pakistan to get More Muslim's Vote Bank At #15Aug she will wear 'HIJAB' at Red fort and read Namaz ... #আমাদের_ জিহাদি _মমতা,,,#15Aug #আম,1.09205584663534E+018,https://twitter.com/AndAsConFident/status/1092055846635343872,,,
0,জিহাদি হুজুর আমার ক্রাশ! #free https://www. youtube.com/attribution_li nk?a=PmyjWnU3zbQ&u=%2Fwatch%3Fv%3DW7lQGx9HGY8%26feature%3Dshare …,,,#free,1.09197054868971E+018,https://twitter.com/BokaBanor/status/1091970548689707008,,,
1,**If Mumta Banerjee becomes PM then the next day India would be declared as Pakistan to get More Muslim's Vote Bank At #15Aug she will wear 'HIJAB' at Red fort and read Namaz ... #আমাদের_ জিহাদি _মমতা,,,#15Aug #আম,1.09194389551517E+018,https://twitter.com/AndAsConFident/status/1091943895515172864,,,
1,"বিজেপি মোদির জন্য, বিজেপি 2019 সালে বিজেপির সঙ্গে থাকবে @narendramodi জিহাদি দিদি @MamataOfficial এখন যেতে প্রস্তুত। #ModiOnceMore #ModiInBengal #ModiVsDidi pic.twitter.com/RRfaOKpktK",,@narendramodi @MamataOfficial,#ModiOnceMore #ModiInBengal #ModiVsDidi,1.09170603237867E+018,https://twitter.com/CALL_MEpandeyji/status/1091706032378671104,,,
0,মুফতি ইলিয়াছুর রহমান জিহাদি ..... https:// youtu.be/W7lQGx9HGY8,,,,1.09170191129061E+018,https://twitter.com/tariful3/status/1091701911290609665,,,
0,ইলিয়াছুর জিহাদি কে বাশ দিল তাহশিনেশন ভাই - সবাই শেয়ার করুন https://www. facebook.com/frahmanmedia/p osts/1166796403504771 …,,,,1.09160862621569E+018,https://twitter.com/frahmanmedia/status/1091608626215690240,,,
