tags,text,geo,mentions,hashtags,id,permalink,
0,অভিনন্দন স্যার কাদের জন্য এতো টা করলেন?? আজ দেশদ্রোহী কথা টা শুনবেন বলেই কি!! একটা দলের আইটি সেল লেগে পড়েছে আপনি পাকিস্তান সেনাকে সম্মান জানিয়েছেন তাদের জ্বলছে। কারন ভারতের মানুষ দের মধ্যে পাকিস্তান প্রেম হলে তো... https://www. facebook.com/10000643401387 2/posts/2779729355584838/ …,,,,1.10171328245556E+018,https://twitter.com/iahanadas/status/1101713282455560194,
1,"""ছবিতে উইং কমান্ডার স‍্যার অভিনন্দনের মা।"" ইমরান খান অভিনন্দন কে নিঃশর্তে মুক্তি দেওয়ার পর আবেগপ্রবণ অবস্থার ছবি। তথাকথিত বিজেপির দেশপ্রেমিকরা কি অভিনন্দের মাকে দেশদ্রোহী বলবেন ??? pic.twitter.com/jOaaXVANVh",,,,1.10154988574716E+018,https://twitter.com/MurshidabadNat1/status/1101549885747159040,
0,"এরা হলো পাকিস্থানি দেশদ্রোহী , এরা ভারতীয় কমাণ্ডর অভিনন্দনের মুক্তির জন্য পাকিস্থানের রাস্তাই নেমেছিলো!! pic.twitter.com/ndYs9VSmQc",,,,1.10154537463491E+018,https://twitter.com/AkramAl76053899/status/1101545374634905602,
1,কাল সকাল নটায় জী নিউজে যাচ্ছি আবার দেশদ্রোহী তকমা পাবার জন্য,,,,1.10153867429723E+018,https://twitter.com/prabirbally/status/1101538674297225217,
0,"""ইন্ডিয়ান মিডিয়া আগ লাগানে কী কোশেশ করতী হে..."" হয়তো চাড্ডিরা এবার আমাদের বীর উইং কমান্ডার অভিনন্দনকে দেশদ্রোহী বলা শুরু করবে! আসুন, বীর উইং কমান্ডার অভিনন্দন-এঁর বক্তব্যকে শ্রদ্ধা জানিয়ে, সকল ভারতীয় মিলে... https://www. facebook.com/10000290357212 7/posts/1866457070127727/ …",,,,1.10152849455768E+018,https://twitter.com/kindabid/status/1101528494557683712,
1,সব থেকে বড় দেশদ্রোহী হল মিডিয়া। TRP jonno nijer ghoreo agun lagiye debe.,,,,1.10152303085609E+018,https://twitter.com/InquisitorDev/status/1101523030856089603,
0,"যুদ্ধ বাধিয়ে দেওয়ার মজাটা হচ্ছে এই যে, সাময়িক ভাবে আমজনতার দৃষ্টি দৈনন্দিন জীবনচর্যার বিষয় গুলো থেকে ঘুরিয়ে দেয়া যায়! আর সেই ফাঁকে সরকার আমার আপনার হেঁশেলে নির্দ্বিধায় সিঁদ কাটতে পারে ! যাক গে প্রশ্ন করতে যাবেন না কিন্তু !! তাহলেই আপনি দেশদ্রোহী https://www. anandabazar.com/national/cooki ng-gas-lpg-price-hiked-in-india-from-1st-march-2019-dgtl-1.960171 …",,,,1.10152237889774E+018,https://twitter.com/INCWestBengal/status/1101522378897739777,
0,"রাজনৈতিক উদ্দেশ্য সফল ও অর্থ লাভের প্রধান অস্ত্র কি??? শাসকের কাছে প্রশ্ন চিহ্নের অবসান ঘটানোর জন্য অবশ্য একটাই শব্দ যথেষ্ট- ' দেশদ্রোহী '!!! কিন্তু ""রাজা তোর কাপড় কোথায়?"" এই কথাটা প্রথমে একজন দিয়েই শুরু হয়,, শেষ হয় জনেজনের মাধম্যে... https://www. anandabazar.com/national/cooki ng-gas-lpg-price-hiked-in-india-from-1st-march-2019-dgtl-1.960171 …",,,,1.10151841568711E+018,https://twitter.com/kolkatasouvik/status/1101518415687106561,
0,যুদ্ধ বাধিয়ে দেওয়ার মজাটা হচ্ছে এই যে , সাময়িক ভাবে আমজনতার দৃষ্টি দৈনন্দিন জীবনচর্যার বিষয় গুলো থেকে ঘুরিয়ে দেয়া যায়!আর সেই ফাঁকে সরকার আমার আপনার হেঁশেলে নির্দ্বিধায় সিঁদ কাটতে পারে ! যাক গে প্রশ্ন করতে যাবেন না কিন্তু !! তাহলেই আপনি দেশদ্রোহী https://www. anandabazar.com/national/cooki ng-gas-lpg-price-hiked-in-india-from-1st-march-2019-dgtl-1.960171#.XHlYShNs0VI.twitter …,,,#,1.10151385744767E+018,https://twitter.com/abhisek0308/status/1101513857447665664
1,#TMCSpeechAntiNational আজ ABP আনন্দে চলা চলা যুক্তি-তক্কো অনুষ্ঠানে মহুয়া মৈত্র র দেশদ্রোহী পাকপ্রেমী বক্তব্যকে জানাই তীব্র ধিক্কার!! মহুয়া মৈত্র র বক্তব্যের পরিপ্রেক্ষিতে তাকে যোগ্য জবাব দিয়ে তীব্র সমালোচনা করে জনসমক্ষে মমতার জনদরদী মুখোস খুলে দেওয়ার জন্য ধন্যবাদ @me_locket .,,@me_locket,#TMCSpeechAntiNational,1.10150482743835E+018,https://twitter.com/AritraMishrabjp/status/1101504827438350336,
1,মমতা ব্যানার্জী- ভারতবর্ষের ভয়ঙ্করতম দেশদ্রোহী কেন ? https://www. facebook.com/arun.maji.king /posts/10213740878852339 …,,,,1.10149988036571E+018,https://twitter.com/arunmaji/status/1101499880365711360,
1,"তারা আরও বলেন, কেউ যদি ভেবে থাকেন যে জনগণের ভোটাধিকার লুণ্ঠন করে দায়বদ্ধতা ছাড়া দেশ শাসনের নামে সীমাহীন লুটপাট, খাই খাই দুর্বৃত্তায়িত রাজনীতি চালিয়ে যাবেন, তারা বোকার স্বর্গে বাস করছেন। অনৈতিক দেশদ্রোহী কর্মকাণ্ডে সহযোগীদেরও এদেশের মানুষ বিচারের মুখোমুখী করবে।!",,,,1.10143784113607E+018,https://twitter.com/parvenbd/status/1101437841136074752,
1,"তারা আরও বলেন, কেউ যদি ভেবে থাকেন যে জনগণের ভোটাধিকার লুণ্ঠন করে দায়বদ্ধতা ছাড়া দেশ শাসনের নামে সীমাহীন লুটপাট, খাই খাই দুর্বৃত্তায়িত রাজনীতি চালিয়ে যাবেন, তারা বোকার স্বর্গে বাস করছেন। অনৈতিক দেশদ্রোহী কর্মকাণ্ডে সহযোগীদেরও এদেশের মানুষ বিচারের মুখোমুখী করবে।",,,,1.1014376964913E+018,https://twitter.com/parvenbd/status/1101437696491298817,
1,"তারা আরও বলেন, কেউ যদি ভেবে থাকেন যে জনগণের ভোটাধিকার লুণ্ঠন করে দায়বদ্ধতা ছাড়া দেশ শাসনের নামে সীমাহীন লুটপাট, খাই খাই দুর্বৃত্তায়িত রাজনীতি চালিয়ে যাবেন, তারা বোকার স্বর্গে বাস করছেন। অনৈতিক দেশদ্রোহী কর্মকাণ্ডে সহযোগীদেরও এদেশের মানুষ বিচারের মুখোমুখী করবে।",,,,1.10143761122114E+018,https://twitter.com/parvenbd/status/1101437611221139462,
0,বিশ্বাসে মিলায় “ভক্ত” তকমা - অবিশ্বাসে “ দেশদ্রোহী ”॥ If you believe- you’ll be tagged #Bhakt If you don’t believe- you’ll be #AntiNational,,,#Bhakt #AntiNational,1.10143393459069E+018,https://twitter.com/AnirbanRCh/status/1101433934590685184,
1,"বিজেপির নোংরা রাজনীতি বন্ধ হোক.... প্রশ্ন তুললে তুমি দেশদ্রোহী , সরকারের সমালোচনা করলেই তুমি রাষ্ট্রদ্রোহী, ইতিহাস মানেই সত্য পুরাণ নয় বললেই তুমি দেশবিরোধী.... pic.twitter.com/cxKvLNaHzK",,,,1.10142526121881E+018,https://twitter.com/GoutamB47804931/status/1101425261218811904,
0,আজকে দেশদ্রোহী মানে বিজেপি বিরোধী অর্থাৎ কেউ যদি আপনাকে দেশদ্রোহী বলে তাহলে জানবেন আপনিই আসল দেশ প্রেমিক,,,,1.10139900445633E+018,https://twitter.com/baghumama/status/1101399004456333313,
0,"#mudi এর বিরোধী মানে বিজেপি বিরোধী, বা দেশদ্রোহী এসব না ভেবে সবাই একসঙ্গে বলুন #GoBackModi #WelcomeBackAbhinandan #SayNoToWar #rafael ke paise louta do #jaihind #airforce_jindabad #jaijawan #pakisthan_murdabad",,,#mudi #GoBackModi #WelcomeBackAbhinandan #SayNoToWar #rafael #jaihind #airforce_jindabad #jaijawan #pakisthan_murdabad,1.10139426996799E+018,https://twitter.com/nurnahidrahaman/status/1101394269967994881,
0,"প্রশ্ন তুললে তুমি দেশদ্রোহী , সরকারের সমালোচনা করলেই তুমি রাষ্ট্রদ্রোহী, ইতিহাস মানেই সত্য পুরাণ নয় বললেই তুমি দেশবিরোধী",,,,1.10138979743884E+018,https://twitter.com/shapathkumar/status/1101389797438836736,
0,"হিসেবটা বুঝেছেন তো? শান্তির বার্তায় সমস্যা আছে, ‘যুদ্ধ চাই’ বলে না লাফালে আপনি দেশদ্রোহী । ঝামেলা চাই, কামড়ে দেওয়ার অবকাশ চাই, রক্ত চাই, যুদ্ধ চাই; যুদ্ধ। এখন দেশপ্রেমের সেন্টিমেন্টে রক্তের নোনতা স্বাদ না... https://www. facebook.com/10000085263786 4/posts/2158167880888279/ …",,,,1.10138631491262E+018,https://twitter.com/arindam_na/status/1101386314912616448,
1,"জনৈক ভক্ত - মোদী পাকিস্তানের উপর বিশাআআআআআআআল কূটনৈতিক চাপ সৃষ্টি করে উইং কম্যান্ডার অভিনন্দন কে ফিরিয়ে আনছেন। আমি - নীরব মোদি, মেহুল চোকসি, বিজয় মালিয়ার বেলায় সেই চাপ কোথায় যায় ভাই? ভক্ত - চোপ শালা সিপিএম, মাকু, দেশদ্রোহী এটসেট্রা, এটসেট্রা...",,,,1.1013822465216E+018,https://twitter.com/rohitkrmajumder/status/1101382246521597958,
0,"কুটনৈতিক চালে মোদিকে এমনি মাত দেয়নি ইমরান। ""বিশ্বকাপ ও চায়ের কাপ"" এর মধ্যে অনেক ফারাক আছে। এসব ভক্তরা বুঝবেনা। সোজা দেশদ্রোহী তকমা দিয়ে দেবে pic.twitter.com/Q1KiE57xIy",,,,1.10136540566526E+018,https://twitter.com/NasimNasimul/status/1101365405665263617,
0,এই সময়ে নির্বাচনী প্রচার একমাত্র মোদীজিই করতে পারে অন্য দল করলেই দেশদ্রোহী প্রমানিত হবে,,,,1.10134377764871E+018,https://twitter.com/henalauddin/status/1101343777648709632,
0,"পাকিস্তান এর বিভিন্ন জায়গায় অভিনন্দনকে মুক্তির দাবিতে সাধারণ মানুষ মিছিল করেছে গত দুদিন অনেকেই দেখেছেন. এটা আমাদের দেশে হলে? উল্টোটা ভাবুন... দেশদ্রোহী , Urban নক্সাল.... কত কি.... আর যারা জ্ঞান দিচ্ছেন... https://www. facebook.com/10000002780940 9/posts/2361918057152431/ …",,,,1.10133681427346E+018,https://twitter.com/SAGIRJU/status/1101336814273458176,
0,জ্যোতিষ-তান্ত্রিকরা পাকিস্থানী সেনাদের বশ করে বা তন্ত্র বাণ মেরে দিলেই তো ঝামেলা মিটে যায়... কিন্তু করছে না! তবে কি ওরা দেশদ্রোহী ?,,,,1.10133504042275E+018,https://twitter.com/shantobarnab/status/1101335040422748160,
1,"যারা পাকিস্তানে গিয়ে হামলার ধ্বংস্লীলার ছবি দেখতে চেয়েছেন কিম্বা ওই সাড়ে তিনশো লাশ দেখতে চেয়েছেন, তাদের দেশদ্রোহী তকমা দিয়ে বিজেপী ভোটে জিততে চাইলে কি বাংলার মানুষ মেনে নেবে? যদিও সেনা এই ব্যাপারে একবারের জন্য... https://www. facebook.com/10000064809791 0/posts/2396126873752226/ …",,,,1.10131624570459E+018,https://twitter.com/prabirbally/status/1101316245704589313,
1,বিজেপির বিপক্ষের যে কোন ব্যক্তি দেশদ্রোহী অর্থাৎ এই দেশটা বিজেপির বাপের সম্পত্তি,,,,1.10131405657988E+018,https://twitter.com/baghumama/status/1101314056579883014,
